Chromosome	tid	Strand	start_codon	ORF_start	ORF_end	ORF_length	Start	End	ORF_type
Chr1	AT1G04778.1	+	ATG	359	530	171	1339946	1340117	mORF
Chr1	AT1G04790.1	+	ATG	121	2026	1905	1345468	1348143	mORF
Chr1	AT1G04810.1	+	ATG	224	3230	3006	1350303	1355261	mORF
Chr1	AT1G04900.1	+	ATG	71	1400	1329	1383911	1387561	mORF
Chr1	AT1G04940.1	+	ATG	159	984	825	1399587	1400616	mORF
Chr1	AT1G04945.1	+	ATG	61	1165	1104	1400968	1402651	mORF
Chr1	AT1G04945.2	+	ATG	67	1246	1179	1400968	1402651	mORF
Chr1	AT1G04945.3	+	ATG	210	2145	1935	1399587	1402651	mORF
Chr1	AT1G04945.4	+	ATG	67	1144	1077	1400968	1402651	mORF
Chr1	AT1G04970.1	+	ATG	128	1595	1467	1411215	1413431	mORF
Chr1	AT1G04970.2	+	ATG	544	1633	1089	1411884	1413431	mORF
Chr1	AT1G04970.3	+	ATG	797	1886	1089	1411884	1413431	mORF
Chr1	AT1G05000.1	+	ATG	121	769	648	1425659	1428393	mORF
Chr1	AT1G05000.2	+	ATG	121	865	744	1425659	1428393	mORF
Chr1	AT1G05000.3	+	ATG	121	646	525	1425659	1426399	mORF
Chr1	AT1G05005.1	+	ATG	0	684	684	1429047	1430056	mORF
Chr1	AT1G05035.1	+	ATG	0	363	363	1444982	1446116	mORF
Chr1	AT1G05080.1	+	ATG	0	1320	1320	1459090	1460579	mORF
Chr1	AT1G05085.1	+	ATG	0	375	375	1460987	1461670	mORF
Chr1	AT1G05087.1	+	ATG	94	892	798	1463201	1464119	mORF
Chr1	AT1G05087.2	+	ATG	538	1006	468	1463651	1464119	mORF
Chr1	AT1G05090.1	+	ATG	49	1261	1212	1464287	1465622	mORF
Chr1	AT1G05100.1	+	ATG	138	1158	1020	1469678	1470698	mORF
Chr1	AT1G05136.1	+	ATG	0	141	141	1478922	1479063	mORF
Chr1	AT1G05140.1	+	ATG	135	1461	1326	1482680	1484006	mORF
Chr1	AT1G05200.1	+	ATG	358	3238	2880	1505641	1509002	mORF
Chr1	AT1G05200.2	+	ATG	275	3155	2880	1505641	1509002	mORF
Chr1	AT1G05200.3	+	ATG	294	2781	2487	1505641	1508514	mORF
Chr1	AT1G05200.4	+	ATG	293	2321	2028	1505641	1507949	mORF
Chr1	AT1G05200.5	+	ATG	239	2249	2010	1505641	1507852	mORF
Chr1	AT1G05200.6	+	ATG	381	3261	2880	1505641	1509002	mORF
Chr1	AT1G05200.7	+	ATG	278	2765	2487	1505641	1508514	mORF
Chr1	AT1G05210.1	+	ATG	65	572	507	1510468	1511485	mORF
Chr1	AT1G05220.1	+	ATG	48	531	483	1511942	1512656	mORF
Chr1	AT1G05240.1	+	ATG	924	1902	978	1521201	1522447	mORF
Chr1	AT1G05260.1	+	ATG	60	1041	981	1529826	1531271	mORF
Chr1	AT1G05320.1	+	ATG	235	2608	2373	1554855	1557658	mORF
Chr1	AT1G05320.2	+	ATG	191	2564	2373	1554855	1557658	mORF
Chr1	AT1G05320.3	+	ATG	279	2652	2373	1554855	1557658	mORF
Chr1	AT1G05320.4	+	ATG	237	2610	2373	1554855	1557658	mORF
Chr1	AT1G05320.5	+	ATG	386	2402	2016	1554855	1557109	mORF
Chr1	AT1G05320.6	+	ATG	252	2268	2016	1554855	1557109	mORF
Chr1	AT1G05320.7	+	ATG	376	2749	2373	1554855	1557658	mORF
Chr1	AT1G05320.8	+	ATG	222	2595	2373	1554855	1557658	mORF
Chr1	AT1G05320.9	+	ATG	371	2744	2373	1554855	1557658	mORF
Chr1	AT1G05330.1	+	ATG	112	526	414	1558169	1558583	mORF
Chr1	AT1G05360.1	+	ATG	325	1576	1251	1564815	1567278	mORF
Chr1	AT1G05360.2	+	ATG	1019	2054	1035	1565579	1567278	mORF
Chr1	AT1G05360.3	+	ATG	725	1760	1035	1565579	1567278	mORF
Chr1	AT1G05380.1	+	ATG	274	3691	3417	1577230	1582190	mORF
Chr1	AT1G05380.2	+	ATG	336	3753	3417	1577230	1582190	mORF
Chr1	AT1G05380.3	+	ATG	394	3811	3417	1577230	1582190	mORF
Chr1	AT1G05400.1	+	ATG	420	819	399	1584745	1585244	mORF
Chr1	AT1G05400.2	+	ATG	390	789	399	1584745	1585244	mORF
Chr1	AT1G05420.1	+	ATG	35	716	681	1590072	1590753	mORF
Chr1	AT1G05420.2	+	ATG	52	781	729	1590024	1590753	mORF
Chr1	AT1G05450.1	+	ATG	191	344	153	1600859	1601090	mORF
Chr1	AT1G05450.2	+	ATG	128	746	618	1600003	1601086	mORF
Chr1	AT1G05500.1	+	ATG	179	1862	1683	1625097	1628940	mORF
Chr1	AT1G05500.2	+	ATG	258	1509	1251	1626280	1628940	mORF
Chr1	AT1G05510.1	+	ATG	81	807	726	1629526	1630690	mORF
Chr1	AT1G05540.1	+	ATG	125	1229	1104	1639347	1640707	mORF
Chr1	AT1G05540.2	+	ATG	125	911	786	1639347	1640318	mORF
Chr1	AT1G05590.1	+	ATG	372	2115	1743	1669870	1671686	mORF
Chr1	AT1G05590.2	+	ATG	521	2264	1743	1669870	1671686	mORF
Chr1	AT1G05590.3	+	ATG	198	1941	1743	1669870	1671686	mORF
Chr1	AT1G05600.1	+	ATG	108	1623	1515	1672160	1673675	mORF
Chr1	AT1G05600.2	+	ATG	62	1577	1515	1672160	1673675	mORF
Chr1	AT1G05600.3	+	ATG	62	1577	1515	1672160	1673675	mORF
Chr1	AT1G05620.1	+	ATG	405	1374	969	1679285	1681527	mORF
Chr1	AT1G05620.2	+	ATG	203	1112	909	1679608	1681527	mORF
Chr1	AT1G05630.1	+	ATG	259	3772	3513	1682482	1687153	mORF
Chr1	AT1G05630.2	+	ATG	254	3665	3411	1682482	1687153	mORF
Chr1	AT1G05630.3	+	ATG	107	2867	2760	1682482	1686323	mORF
Chr1	AT1G05690.1	+	ATG	625	1720	1095	1707808	1709132	mORF
Chr1	AT1G05700.1	+	ATG	123	2682	2559	1709795	1713245	mORF
Chr1	AT1G05700.2	+	ATG	63	2715	2652	1709795	1713245	mORF
Chr1	AT1G05710.1	+	ATG	1325	1775	450	1716197	1717023	mORF
Chr1	AT1G05710.10	+	ATG	1325	1841	516	1716197	1717023	mORF
Chr1	AT1G05710.11	+	ATG	1232	1682	450	1716197	1717023	mORF
Chr1	AT1G05710.12	+	ATG	1210	1660	450	1716197	1717023	mORF
Chr1	AT1G05710.13	+	ATG	720	1236	516	1716197	1717023	mORF
Chr1	AT1G05710.14	+	ATG	187	637	450	1716197	1717023	mORF
Chr1	AT1G05710.2	+	ATG	569	1085	516	1716197	1717023	mORF
Chr1	AT1G05710.3	+	ATG	569	1019	450	1716197	1717023	mORF
Chr1	AT1G05710.4	+	ATG	481	931	450	1716197	1717023	mORF
Chr1	AT1G05710.5	+	ATG	476	926	450	1716197	1717023	mORF
Chr1	AT1G05710.6	+	ATG	577	1003	426	1716221	1717023	mORF
Chr1	AT1G05710.7	+	ATG	1222	1738	516	1716197	1717023	mORF
Chr1	AT1G05710.8	+	ATG	992	1484	492	1716221	1717023	mORF
Chr1	AT1G05710.9	+	ATG	534	1026	492	1716221	1717023	mORF
Chr1	AT1G05730.1	+	ATG	552	1002	450	1719106	1720159	mORF
Chr1	AT1G05730.2	+	ATG	0	354	354	1719726	1720159	mORF
Chr1	AT1G05740.1	+	ATG	81	519	438	1720673	1721309	mORF
Chr1	AT1G05750.1	+	ATG	14	1517	1503	1721522	1723025	mORF
Chr1	AT1G05750.2	+	ATG	14	1517	1503	1721522	1723025	mORF
Chr1	AT1G05780.1	+	ATG	203	524	321	1726760	1728180	mORF
Chr1	AT1G05785.1	+	ATG	113	521	408	1730980	1732406	mORF
Chr1	AT1G05785.2	+	ATG	149	557	408	1730980	1732406	mORF
Chr1	AT1G05785.3	+	ATG	453	843	390	1731283	1732406	mORF
Chr1	AT1G05785.4	+	ATG	113	515	402	1730980	1732184	mORF
Chr1	AT1G05785.5	+	ATG	738	1146	408	1730980	1732406	mORF
Chr1	AT1G05785.6	+	ATG	112	634	522	1730980	1732236	mORF
Chr1	AT1G05785.7	+	ATG	93	615	522	1730980	1732236	mORF
Chr1	AT1G05790.1	+	ATG	0	2064	2064	1733038	1737365	mORF
Chr1	AT1G05790.2	+	ATG	836	2387	1551	1733995	1737365	mORF
Chr1	AT1G05790.3	+	ATG	237	2406	2169	1733038	1737365	mORF
Chr1	AT1G05790.4	+	ATG	203	1733	1530	1733038	1736596	mORF
Chr1	AT1G05800.1	+	ATG	0	1416	1416	1741203	1742619	mORF
Chr1	AT1G05805.1	+	ATG	399	1488	1089	1744842	1747427	mORF
Chr1	AT1G05810.1	+	ATG	0	657	657	1748442	1749350	mORF
Chr1	AT1G05810.2	+	ATG	46	841	795	1748304	1749350	mORF
Chr1	AT1G05820.1	+	ATG	298	1909	1611	1749775	1753767	mORF
Chr1	AT1G05820.2	+	ATG	94	1618	1524	1749775	1753567	mORF
Chr1	AT1G05820.3	+	ATG	235	1501	1266	1749775	1752790	mORF
Chr1	AT1G05820.4	+	ATG	188	1379	1191	1750866	1753767	mORF
Chr1	AT1G05830.1	+	ATG	292	3544	3252	1754451	1761225	mORF
Chr1	AT1G05830.2	+	ATG	208	3460	3252	1754451	1761225	mORF
Chr1	AT1G05830.3	+	ATG	322	3574	3252	1754451	1761225	mORF
Chr1	AT1G05830.4	+	ATG	322	3574	3252	1754451	1761225	mORF
Chr1	AT1G05835.1	+	ATG	103	487	384	1762247	1762702	mORF
Chr1	AT1G05860.1	+	ATG	75	918	843	1769060	1770349	mORF
Chr1	AT1G05860.2	+	ATG	75	918	843	1769060	1770349	mORF
Chr1	AT1G05860.3	+	ATG	67	739	672	1769060	1769856	mORF
Chr1	AT1G05880.1	+	ATG	12	1482	1470	1775654	1778330	mORF
Chr1	AT1G05880.2	+	ATG	12	1503	1491	1775654	1778330	mORF
Chr1	AT1G05880.3	+	ATG	12	1449	1437	1775654	1778175	mORF
Chr1	AT1G05890.1	+	ATG	328	1987	1659	1779630	1784166	mORF
Chr1	AT1G05890.2	+	ATG	375	2160	1785	1779630	1784166	mORF
Chr1	AT1G05894.1	+	ATG	95	1469	1374	1784830	1786204	mORF
Chr1	AT1G05900.1	+	ATG	40	985	945	1786895	1789037	mORF
Chr1	AT1G05900.2	+	ATG	47	1208	1161	1786895	1789502	mORF
Chr1	AT1G05910.1	+	ATG	173	3806	3633	1790795	1796503	mORF
Chr1	AT1G05920.1	+	ATG	266	1214	948	1797043	1797991	mORF
Chr1	AT1G05930.1	+	ATG	0	957	957	1799417	1800933	mORF
Chr1	AT1G05990.1	+	ATG	196	649	453	1818587	1819040	mORF
Chr1	AT1G06010.1	+	ATG	104	341	237	1823346	1823670	mORF
Chr1	AT1G06020.1	+	ATG	298	1336	1038	1824547	1826101	mORF
Chr1	AT1G06030.1	+	ATG	77	1067	990	1826879	1828130	mORF
Chr1	AT1G06045.1	+	ATG	0	267	267	1829521	1829865	mORF
Chr1	AT1G06060.1	+	ATG	130	772	642	1833070	1834516	mORF
Chr1	AT1G06060.2	+	ATG	128	764	636	1833070	1834405	mORF
Chr1	AT1G06080.1	+	ATG	198	1116	918	1843660	1846093	mORF
Chr1	AT1G06080.2	+	ATG	93	777	684	1843660	1845058	mORF
Chr1	AT1G06090.1	+	ATG	1220	2120	900	1847920	1849500	mORF
Chr1	AT1G06100.1	+	ATG	58	958	900	1851529	1853019	mORF
Chr1	AT1G06120.1	+	ATG	53	953	900	1855962	1857516	mORF
Chr1	AT1G06135.1	+	ATG	123	333	210	1862306	1862516	mORF
Chr1	AT1G06140.1	+	ATG	22	1699	1677	1864795	1866472	mORF
Chr1	AT1G06160.1	+	ATG	139	874	735	1883045	1883780	mORF
Chr1	AT1G06180.1	+	ATG	148	889	741	1889509	1891089	mORF
Chr1	AT1G06210.1	+	ATG	181	1333	1152	1897566	1898986	mORF
Chr1	AT1G06210.2	+	ATG	107	947	840	1897566	1898494	mORF
Chr1	AT1G06220.1	+	ATG	169	3133	2964	1900523	1904583	mORF
Chr1	AT1G06220.2	+	ATG	302	3266	2964	1900523	1904583	mORF
Chr1	AT1G06220.3	+	ATG	209	3173	2964	1900523	1904583	mORF
Chr1	AT1G06225.1	+	ATG	57	309	252	1905974	1906226	mORF
Chr1	AT1G06230.1	+	ATG	460	2761	2301	1907625	1910183	mORF
Chr1	AT1G06230.2	+	ATG	631	2932	2301	1907625	1910183	mORF
Chr1	AT1G06230.3	+	ATG	552	2853	2301	1907625	1910183	mORF
Chr1	AT1G06230.4	+	ATG	403	2704	2301	1907625	1910183	mORF
Chr1	AT1G06240.1	+	ATG	71	1223	1152	1911165	1912875	mORF
Chr1	AT1G06260.1	+	ATG	19	1051	1032	1916448	1917585	mORF
Chr1	AT1G06290.1	+	ATG	215	2243	2028	1922422	1926002	mORF
Chr1	AT1G06310.1	+	ATG	150	2178	2028	1926801	1930227	mORF
Chr1	AT1G06320.1	+	ATG	79	667	588	1930601	1931449	mORF
Chr1	AT1G06380.1	+	ATG	131	896	765	1945123	1945888	mORF
Chr1	AT1G06390.1	+	ATG	114	1338	1224	1946859	1950417	mORF
Chr1	AT1G06390.2	+	ATG	69	1293	1224	1946859	1950417	mORF
Chr1	AT1G06410.1	+	ATG	281	2837	2556	1955412	1958153	mORF
Chr1	AT1G06410.2	+	ATG	279	2835	2556	1955412	1958153	mORF
Chr1	AT1G06410.3	+	ATG	358	2914	2556	1955412	1958153	mORF
Chr1	AT1G06420.1	+	ATG	109	775	666	1958986	1959652	mORF
Chr1	AT1G06420.2	+	ATG	64	661	597	1958986	1959652	mORF
Chr1	AT1G06450.1	+	ATG	84	1167	1083	1965923	1967006	mORF
Chr1	AT1G06470.1	+	ATG	488	1733	1245	1970725	1973540	mORF
Chr1	AT1G06470.2	+	ATG	528	1773	1245	1970725	1973540	mORF
Chr1	AT1G06470.3	+	ATG	386	1631	1245	1970725	1973540	mORF
Chr1	AT1G06470.4	+	ATG	362	1607	1245	1970725	1973540	mORF
Chr1	AT1G06490.1	+	ATG	42	5919	5877	1978761	1989295	mORF
Chr1	AT1G06490.2	+	ATG	384	6186	5802	1978761	1989046	mORF
Chr1	AT1G06500.1	+	ATG	125	536	411	1990175	1990586	mORF
Chr1	AT1G06500.2	+	ATG	186	597	411	1990175	1990586	mORF
Chr1	AT1G06500.3	+	ATG	243	654	411	1990175	1990586	mORF
Chr1	AT1G06500.4	+	ATG	87	498	411	1990175	1990586	mORF
Chr1	AT1G06510.1	+	ATG	160	994	834	1992388	1993583	mORF
Chr1	AT1G06530.1	+	ATG	243	1215	972	2001624	2002596	mORF
Chr1	AT1G06560.1	+	ATG	45	1845	1800	2007659	2011824	mORF
Chr1	AT1G06620.1	+	ATG	74	1172	1098	2025617	2027094	mORF
Chr1	AT1G06620.2	+	ATG	74	929	855	2025617	2026764	mORF
Chr1	AT1G06630.1	+	ATG	96	1530	1434	2028070	2031173	mORF
Chr1	AT1G06630.2	+	ATG	229	1441	1212	2028070	2029442	mORF
Chr1	AT1G06630.3	+	ATG	129	1341	1212	2028070	2029442	mORF
Chr1	AT1G06630.4	+	ATG	375	1587	1212	2028070	2029442	mORF
Chr1	AT1G06630.5	+	ATG	229	1300	1071	2028070	2029214	mORF
Chr1	AT1G06630.6	+	ATG	218	1430	1212	2028070	2029442	mORF
Chr1	AT1G06630.7	+	ATG	174	1089	915	2028070	2028985	mORF
Chr1	AT1G06630.8	+	ATG	252	1323	1071	2028070	2029214	mORF
Chr1	AT1G06630.9	+	ATG	305	1544	1239	2028043	2029442	mORF
Chr1	AT1G06640.1	+	ATG	740	1850	1110	2032365	2033775	mORF
Chr1	AT1G06640.2	+	ATG	28	997	969	2032365	2033505	mORF
Chr1	AT1G06640.3	+	ATG	28	889	861	2032365	2033527	mORF
Chr1	AT1G06645.1	+	ATG	34	1174	1140	2034189	2035499	mORF
Chr1	AT1G06650.1	+	ATG	191	1136	945	2035908	2037047	mORF
Chr1	AT1G06650.2	+	ATG	70	1180	1110	2035908	2037186	mORF
Chr1	AT1G06670.1	+	ATG	157	4888	4731	2040566	2047333	mORF
Chr1	AT1G06670.2	+	ATG	134	4781	4647	2040566	2047333	mORF
Chr1	AT1G06680.1	+	ATG	306	1098	792	2047939	2049186	mORF
Chr1	AT1G06680.2	+	ATG	190	850	660	2048075	2049186	mORF
Chr1	AT1G06730.1	+	ATG	124	1591	1467	2067632	2070049	mORF
Chr1	AT1G06740.1	+	ATG	249	2430	2181	2071193	2073374	mORF
Chr1	AT1G06750.1	+	ATG	501	2061	1560	2073881	2076350	mORF
Chr1	AT1G06750.2	+	ATG	181	1762	1581	2073881	2076350	mORF
Chr1	AT1G06750.3	+	ATG	178	1738	1560	2073881	2076350	mORF
Chr1	AT1G06780.1	+	ATG	333	2103	1770	2083688	2086853	mORF
Chr1	AT1G06780.2	+	ATG	378	2187	1809	2083688	2086853	mORF
Chr1	AT1G06790.1	+	ATG	185	800	615	2087644	2089287	mORF
Chr1	AT1G06790.2	+	ATG	135	705	570	2087644	2089039	mORF
Chr1	AT1G06830.1	+	ATG	83	383	300	2097188	2097488	mORF
Chr1	AT1G06850.1	+	ATG	185	1199	1014	2105232	2106518	mORF
Chr1	AT1G06850.2	+	ATG	178	874	696	2105232	2106008	mORF
Chr1	AT1G06870.1	+	ATG	320	1424	1104	2108831	2110642	mORF
Chr1	AT1G06910.1	+	ATG	108	1281	1173	2121098	2122914	mORF
Chr1	AT1G06923.1	+	ATG	132	645	513	2126801	2127398	mORF
Chr1	AT1G06930.1	+	ATG	320	830	510	2129162	2129672	mORF
Chr1	AT1G06960.1	+	ATG	112	802	690	2135929	2137533	mORF
Chr1	AT1G06960.2	+	ATG	112	604	492	2135929	2137218	mORF
Chr1	AT1G06960.3	+	ATG	172	775	603	2135981	2137533	mORF
Chr1	AT1G06960.4	+	ATG	508	961	453	2136764	2137533	mORF
Chr1	AT1G06960.5	+	ATG	79	499	420	2135929	2137044	mORF
Chr1	AT1G06960.6	+	ATG	131	536	405	2135981	2137218	mORF
Chr1	AT1G06970.1	+	ATG	238	2728	2490	2138108	2140818	mORF
Chr1	AT1G06990.1	+	ATG	51	1134	1083	2148392	2150009	mORF
Chr1	AT1G07010.1	+	ATG	151	1321	1170	2152948	2154968	mORF
Chr1	AT1G07010.2	+	ATG	97	1255	1158	2152948	2154968	mORF
Chr1	AT1G07010.3	+	ATG	69	1272	1203	2152948	2154968	mORF
Chr1	AT1G07070.1	+	ATG	91	430	339	2168651	2169703	mORF
Chr1	AT1G07080.1	+	ATG	92	890	798	2170068	2171861	mORF
Chr1	AT1G07130.1	+	ATG	152	635	483	2187927	2188410	mORF
Chr1	AT1G07170.1	+	ATG	271	604	333	2200685	2201018	mORF
Chr1	AT1G07170.2	+	ATG	414	747	333	2200685	2201018	mORF
Chr1	AT1G07170.3	+	ATG	355	688	333	2200685	2201018	mORF
Chr1	AT1G07170.4	+	ATG	402	735	333	2200685	2201018	mORF
Chr1	AT1G07170.5	+	ATG	269	602	333	2200685	2201018	mORF
Chr1	AT1G07170.6	+	ATG	171	504	333	2200685	2201018	mORF
Chr1	AT1G07175.1	+	ATG	104	368	264	2202381	2203122	mORF
Chr1	AT1G07175.2	+	ATG	104	320	216	2202381	2202774	mORF
Chr1	AT1G07180.1	+	ATG	310	1843	1533	2204413	2206773	mORF
Chr1	AT1G07190.1	+	ATG	0	165	165	2208012	2208177	mORF
Chr1	AT1G07210.1	+	ATG	104	890	786	2215319	2216668	mORF
Chr1	AT1G07240.1	+	ATG	264	1707	1443	2223888	2225331	mORF
Chr1	AT1G07250.1	+	ATG	204	1644	1440	2225962	2227402	mORF
Chr1	AT1G07280.1	+	ATG	275	1934	1659	2238504	2240991	mORF
Chr1	AT1G07280.2	+	ATG	181	1840	1659	2238504	2240991	mORF
Chr1	AT1G07280.3	+	ATG	269	1928	1659	2238504	2240991	mORF
Chr1	AT1G07280.4	+	ATG	181	1669	1488	2238504	2240107	mORF
Chr1	AT1G07320.1	+	ATG	223	1072	849	2249189	2250189	mORF
Chr1	AT1G07320.2	+	ATG	57	900	843	2249189	2250189	mORF
Chr1	AT1G07320.3	+	ATG	56	893	837	2249189	2250026	mORF
Chr1	AT1G07320.4	+	ATG	56	893	837	2249189	2250173	mORF
Chr1	AT1G07330.1	+	ATG	0	2058	2058	2251130	2253585	mORF
Chr1	AT1G07330.2	+	ATG	211	2473	2262	2251130	2253585	mORF
Chr1	AT1G07340.1	+	ATG	51	1548	1497	2254872	2256712	mORF
Chr1	AT1G07370.1	+	ATG	167	959	792	2263203	2264382	mORF
Chr1	AT1G07390.1	+	ATG	0	3105	3105	2269892	2274654	mORF
Chr1	AT1G07390.2	+	ATG	315	3057	2742	2270632	2274654	mORF
Chr1	AT1G07390.3	+	ATG	0	3252	3252	2269892	2274654	mORF
Chr1	AT1G07390.4	+	ATG	142	3376	3234	2269763	2274654	mORF
Chr1	AT1G07390.5	+	ATG	142	3289	3147	2269763	2274654	mORF
Chr1	AT1G07400.1	+	ATG	222	696	474	2275147	2275621	mORF
Chr1	AT1G07410.1	+	ATG	133	778	645	2276269	2277154	mORF
Chr1	AT1G07420.1	+	ATG	355	1156	801	2277909	2280033	mORF
Chr1	AT1G07420.2	+	ATG	441	1128	687	2278917	2280033	mORF
Chr1	AT1G07460.1	+	ATG	0	777	777	2290200	2290977	mORF
Chr1	AT1G07460.2	+	ATG	50	1019	969	2290008	2290977	mORF
Chr1	AT1G07470.1	+	ATG	172	1300	1128	2291722	2294350	mORF
Chr1	AT1G07470.2	+	ATG	354	1482	1128	2291722	2294350	mORF
Chr1	AT1G07476.1	+	ATG	54	603	549	2295804	2296353	mORF
Chr1	AT1G07485.1	+	ATG	130	433	303	2301504	2301892	mORF
Chr1	AT1G07510.1	+	ATG	1254	3696	2442	2305688	2309380	mORF
Chr1	AT1G07560.1	+	ATG	5	2621	2616	2327319	2331096	mORF
Chr1	AT1G07610.1	+	ATG	156	294	138	2341602	2341865	mORF
Chr1	AT1G07630.1	+	ATG	274	2263	1989	2349188	2351437	mORF
Chr1	AT1G07660.1	+	ATG	198	510	312	2369211	2369523	mORF
Chr1	AT1G07660.2	+	ATG	194	455	261	2369211	2369523	mORF
Chr1	AT1G07680.1	+	ATG	50	509	459	2376061	2376993	mORF
Chr1	AT1G07690.1	+	ATG	49	589	540	2378075	2379000	mORF
Chr1	AT1G07690.2	+	ATG	7	640	633	2377982	2379000	mORF
Chr1	AT1G07690.3	+	ATG	7	628	621	2377982	2379000	mORF
Chr1	AT1G07690.4	+	ATG	49	601	552	2378075	2379000	mORF
Chr1	AT1G07690.5	+	ATG	22	562	540	2378075	2379000	mORF
Chr1	AT1G07700.1	+	ATG	314	929	615	2380213	2381127	mORF
Chr1	AT1G07700.2	+	ATG	245	860	615	2380213	2381127	mORF
Chr1	AT1G07700.3	+	ATG	650	1304	654	2380296	2381127	mORF
Chr1	AT1G07700.4	+	ATG	591	1206	615	2380213	2381127	mORF
Chr1	AT1G07705.1	+	ATG	235	1876	1641	2382089	2385282	mORF
Chr1	AT1G07705.2	+	ATG	295	2140	1845	2382089	2385856	mORF
Chr1	AT1G07747.1	+	ATG	0	288	288	2403557	2403845	mORF
Chr1	AT1G07790.1	+	ATG	111	558	447	2413048	2413495	mORF
Chr1	AT1G07795.1	+	ATG	295	652	357	2414437	2414794	mORF
Chr1	AT1G07810.1	+	ATG	215	3401	3186	2416680	2420572	mORF
Chr1	AT1G07830.1	+	ATG	267	702	435	2422548	2423392	mORF
Chr1	AT1G07840.1	+	ATG	141	1080	939	2424602	2426425	mORF
Chr1	AT1G07840.2	+	ATG	243	1182	939	2424602	2426425	mORF
Chr1	AT1G07840.3	+	ATG	132	972	840	2424602	2426131	mORF
Chr1	AT1G07850.1	+	ATG	40	1666	1626	2426744	2428719	mORF
Chr1	AT1G07890.1	+	ATG	287	1040	753	2438004	2439435	mORF
Chr1	AT1G07890.2	+	ATG	284	1037	753	2438004	2439435	mORF
Chr1	AT1G07890.3	+	ATG	39	792	753	2438004	2439435	mORF
Chr1	AT1G07890.4	+	ATG	246	999	753	2438004	2439435	mORF
Chr1	AT1G07890.5	+	ATG	402	1155	753	2438004	2439435	mORF
Chr1	AT1G07890.6	+	ATG	238	988	750	2438004	2439349	mORF
Chr1	AT1G07890.7	+	ATG	154	907	753	2438004	2439435	mORF
Chr1	AT1G07890.8	+	ATG	314	1067	753	2438004	2439435	mORF
Chr1	AT1G07900.1	+	ATG	54	627	573	2442623	2443631	mORF
Chr1	AT1G07902.1	+	ATG	0	222	222	2443917	2444883	mORF
Chr1	AT1G07910.1	+	ATG	246	3561	3315	2446711	2454386	mORF
Chr1	AT1G07910.2	+	ATG	149	3683	3534	2446184	2454386	mORF
Chr1	AT1G07920.1	+	ATG	188	1538	1350	2455558	2457001	mORF
Chr1	AT1G07930.1	+	ATG	185	1535	1350	2459013	2460458	mORF
Chr1	AT1G07930.2	+	ATG	125	1244	1119	2459013	2460458	mORF
Chr1	AT1G07960.1	+	ATG	100	541	441	2467680	2468831	mORF
Chr1	AT1G07960.2	+	ATG	134	575	441	2467680	2468831	mORF
Chr1	AT1G07960.3	+	ATG	111	552	441	2467680	2468831	mORF
Chr1	AT1G07960.4	+	ATG	492	933	441	2467680	2468831	mORF
Chr1	AT1G07985.1	+	ATG	282	717	435	2475507	2475942	mORF
Chr1	AT1G07990.1	+	ATG	460	2869	2409	2477412	2482898	mORF
Chr1	AT1G07990.2	+	ATG	460	2227	1767	2477412	2481942	mORF
Chr1	AT1G08005.1	+	ATG	63	231	168	2485343	2485511	mORF
Chr1	AT1G08035.1	+	ATG	200	578	378	2494771	2495149	mORF
Chr1	AT1G08035.2	+	ATG	145	481	336	2494813	2495149	mORF
Chr1	AT1G08035.3	+	ATG	214	550	336	2494813	2495149	mORF
Chr1	AT1G08090.1	+	ATG	116	1709	1593	2524138	2525920	mORF
Chr1	AT1G08110.1	+	ATG	178	736	558	2535701	2537630	mORF
Chr1	AT1G08110.2	+	ATG	340	898	558	2535701	2537630	mORF
Chr1	AT1G08110.3	+	ATG	162	720	558	2535701	2537630	mORF
Chr1	AT1G08110.4	+	ATG	100	808	708	2535462	2537630	mORF
Chr1	AT1G08120.1	+	ATG	63	327	264	2538677	2538941	mORF
Chr1	AT1G08190.1	+	ATG	232	3175	2943	2567651	2573142	mORF
Chr1	AT1G08260.1	+	ATG	2090	8576	6486	2590943	2606892	mORF
Chr1	AT1G08260.2	+	ATG	2090	8435	6345	2590943	2606414	mORF
Chr1	AT1G08280.1	+	ATG	531	1728	1197	2608407	2609604	mORF
Chr1	AT1G08300.1	+	ATG	0	2241	2241	2614773	2618823	mORF
Chr1	AT1G08300.2	+	ATG	76	2047	1971	2615033	2618368	mORF
Chr1	AT1G08300.3	+	ATG	76	1933	1857	2615033	2618368	mORF
Chr1	AT1G08310.1	+	ATG	412	1360	948	2619133	2620338	mORF
Chr1	AT1G08310.2	+	ATG	412	1369	957	2619133	2620338	mORF
Chr1	AT1G08310.3	+	ATG	412	1159	747	2619133	2620157	mORF
Chr1	AT1G08340.1	+	ATG	417	1413	996	2631307	2632669	mORF
Chr1	AT1G08360.1	+	ATG	149	800	651	2636230	2637694	mORF
Chr1	AT1G08370.1	+	ATG	318	1422	1104	2638354	2640367	mORF
Chr1	AT1G08390.1	+	ATG	148	562	414	2642219	2643103	mORF
Chr1	AT1G08390.2	+	ATG	8	278	270	2642219	2643017	mORF
Chr1	AT1G08410.1	+	ATG	163	1933	1770	2646306	2649106	mORF
Chr1	AT1G08420.1	+	ATG	500	3557	3057	2649958	2656564	mORF
Chr1	AT1G08420.2	+	ATG	422	3464	3042	2649958	2656564	mORF
